,Academic Item,Session 1,Session 2,Co-requisite,Pre-requisite
1906,PICX8013,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntell or MSecStrategicStud or MCrim or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)
1907,PICX8014,True,False,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntell or MIntell or MSecStrategicStudMIntell or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or admission to BSecStudMIntell
1908,PICX8018,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MCTerrorism or MSecStrategicStudMCTerrorism or MIntellMCTerrorism or MCyberSecMCTerrorism or MCTerrorismMCrim or admission to BSecStudMCTerrorism
1909,PICX8020,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)
1910,PICX8037,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MCTerrorism or MCyberSec or MSecStrategicStudMCTerrorism or MIntellMCTerrorism or MCyberSecMCTerrorism or MCTerrorismMCrim or admission to BSecStudMCTerrorism
1911,PICX8040,False,True,,"Admission to MCrim or MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MCompForens or MInfoTech or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism 
 or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)"
1912,PICX8042,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStudMCrim or MIntellMCrim or MCyberSecMCrim or MCTerrorismMCrim 
1913,PICX8043,True,False,,Admission to MCrim or MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)
1914,PICX8044,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntell or MIntell or MCyberSec or MSecStrategicStudMIntell or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MSecStrategicStudMCyberSec or MCyberSecMCTerrorism or MCyberSecMCrim
1915,PICX8045,True,False,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStudor GradCertIntell or MSecStrategicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or 10cps at 6000 level or 10cps 8000 level
1916,PICX8048,True,False,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntell or MInfoTech or MCyberSec or MSecStrategicStudMCyberSec or MIntellMCyberSec or MCyberSecMCTerrorism or MCyberSecMCrim or Master of Cyber Security Analysis
1917,PICX8049,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntSecStud or MCyberSec or MSecStrategicStudMCyberSec or MIntellMCyberSec or MCyberSecMCTerrorism or MCyberSecMCrim or Master of Cyber Security Analysis
1918,PICX8050,False,True,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MCyberSec or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism
1919,PICX8060,True,False,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntell or MSecStrategicStud or MCrim or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)
1920,PICX8061,False,True,,Admission to MSecStrategicStud or MIntell or MCrim or MCyberSec or MCTerrorism or GradCertSecStudCr or GradDipSecStudCr or MPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel or MCPICT or MCPICTMISS or GradDipCPICT or GradCertCPICT or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or 10cps at 6000 level or 10cps 8000 level
1921,PICX8062,False,True,,Admission to MSecStrategicStud or MIntell or MCrim or MCyberSec or MCTerrorism or GradCertSecStudCr or GradDipSecStudCr or MPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel or MCPICT or MCPICTMISS or GradDipCPICT or GradCertCPICT or GradCertISS or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)
1922,PICX8080,True,False,,"Admission to MCrim or MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MInfoTech or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism 
 or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or 10cps at 6000 level or 10cps 8000 level"
1923,PICX8088,True,False,,Admission to MCrim or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism or MIntellMCrim or MIntellMCyberSec or MIntellMCTerrorism or MCyberSecMCTerrorism or MCyberSecMCrim or MCTerrorismMCrim or Master of Cyber Security Analysis or (10cps at 6000 level or 10cps 8000 level)
1924,PICX8089,True,False,,Admission to MCrim or MSecStrategicStudMCrim or MIntellMCrim or MCyberSecMCrim or MCTerrorismMCrim
1925,PICX8921,True,False,,Admission to MPICT or MCPICT or GradDipPICT or GradDipCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntSecStud or MSecStrategicStud or MSecStrategicStudMCrim or MSecStrategicStudMIntell or MSecStrategicStudMCyberSec or MSecStrategicStudMCTerrorism
1926,PICX8950,False,True,,Admission to MPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or GradDipIntSecStud and 40cp from PICX units at 8000 level or above including PICX850 or PICX812
1928,PICX8951,True,True,60cp at 8000 level or above including (PICX8012 or PICX812) and (PICX8050 or PICX850) and (PICX8060 or PICX860) and (PICX8061 or PICX861) and (PICX8921 or PICX921),Admission to MSecStrategicStud
1930,PICX8952,True,True,60cp at 8000 level or above including (PICX8012 or PICX812) and (PICX8042 or PICX842) and (PICX8062 or PICX862) and (PICX8088 or PICX888) and (PICX8089 or PICX889),Admission to MCrim
1932,PICX8953,True,True,,Admission to MIntell
1931,PICX8953,True,True,60cp at 8000 level or above including (PICX8012 or PICX812) and (PICX8013 or PICX813) and (PICX8014 or PICX814) and (PICX8044 or PICX844) and (PICX8045 or PICX845),
1934,PICX8954,True,True,60cp at 8000 level or above including (PICX8012 or PICX812) and (PICX8080 or PICX808) and (PICX8040 or PICX840) or (PICX8048 or PICX848) and (PICX8049 or PICX849),Admission to MCyberSec
1936,PICX8955,True,True,60cp at 8000 level or above including (PICX8012 or PICX812) and (PICX8020 or PICX802) and (PICX8037 or PICX837) and (PICX8018 or PICX818) and (PICX8043 or PICX843),Admission to MCTerrorism
1938,PICX8961,False,True,(PICX8050 or PICX850) and (PICX8060 or PICX860) and (PICX8061 or PICX861) and (PICX8921 or PICX921),Admission to MSecStrategicStud and (PICT8952 or PICT952 or PICT8953 or PICT953 or PICT8954 or PICT954 or PICT8955 or PICT955)
1940,PICX8962,False,True,,Admission to MCrim AND (PICT8951 or PICT951 or PICT8953 or PICT953 or PICT8954 or PICT954 or PICT8955 or PICT955)
1939,PICX8962,False,True,(PICX8042 or PICX842) and (PICX8062 or PICX862) and (PICX8088 or PICX888) and (PICX8089 or PICX889),
1942,PICX8963,False,True,,Admission to MIntel and (PICT8951 or PICT951 or PICT8952 or PICT952 or PICT8954 or PICT954 or PICT8955 or PICT955)
1941,PICX8963,False,True,(PICX8013 or PICX813) and (PICX8014 or PICX814) and (PICX8044 or PICX844) and (PICX8045 or PICX845),
1944,PICX8964,False,True,(PICX8080 or PICX808) and (PICX8040 or PICX840) and (PICX8048 or PICX848) and (PICX8049 or PICX849),Admission to MCyberSecAnalysis and (PICX8951 or PICX951 or PICX8952 or PICX952 or PICX8953 or PICX953 or PICX8955 or PICX955)
1946,PICX8965,False,True,(PICX8020 or PICX802) and (PICX8037 or PICX837) and (PICX8018 or PICX818) and (PICX8043 or PICX843),Admission to MCTerrorism and (PICX8951 or PICX951 or PICX8952 or PICX952 or PICX8953 or PICX953 or PICX8954 or PICX954)
1947,POIR1010,True,False,,
1948,POIR1080,False,True,,
1949,POIR2010,False,True,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1950,POIR2030,True,False,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1951,POIR2060,False,True,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1952,POIR2070,True,False,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1953,POIR2580,False,True,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1954,POIR2780,True,False,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1955,POIR3030,True,False,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1956,POIR3050,True,False,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1957,POIR3060,True,False,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1958,POIR3890,False,True,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1959,POIR3920,False,True,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1960,POIR3970,False,True,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1961,POIR7000,False,True,,Admission to MRes
1962,POIR7001,True,False,,Admission to MRes
1963,POIR8000,True,True,,(Admission to MPPP or MPH and 40cp at 8000 level or above) or (admission to MPPPMDevStud or MPPPMPASR or MPPPMIntRel or MPSP or MPLAN)
1964,POIR8040,True,False,,Admission to MIntRel or MPPP or MPASR or GradCertPPP or PGDipIntRel or GradDipIntRel or MIntPubDip
1965,POIR8070,False,True,,Admission to MIntRel or MPPP or MPASR or GradCertPPP or PGDipIntRel or GradDipIntRel or MIntPubDip
1966,POIR8090,True,False,,20cp at the 8000 level or above; or admission to MPSP or MPASR or GradCertPASR or GradDipPASR or MPlan
1967,POIR8310,False,True,,Admission to MIntRel or MSecStrategicStud or MCrim or MIntell or MCyberSecAnalysis or MCTerrorism or MPPP or MPASR or GradCertPP or PGDipIntRel or GradDipIntRel or MIntPubDip.
1968,POIR8320,True,False,,Admission to MIntRel or MSecStrategicStud or MCrim or MIntell or MCyberSecAnalysis or MCTerrorism or MPPP or MPASR or GradCertPP or PGDipIntRel or GradDipIntRel or MIntPubDip.
1969,POIR8410,True,False,,Admission to MIntRel  or MPPP or MPASR  or GradCertPPP or  PGDipIntRel or GradDipIntRel or MIntPubDip
1970,POIR8430,False,True,,Admission to MIntRel or MSecStrategicStud or MCrim or MIntell or MCyberSecAnalysis or MCTerrorism or MPPP or MPASR or GradCertPP or PGDipIntRel or GradDipIntRel or MIntPubDip.
1971,POIR8490,False,True,,Admission to MIntRel or MPPP or MPASR or GradCertPP or PGDipIntRel or GradDipIntRel or MIntPubDip
1972,POIR8570,True,False,,Admission to MIntRel or MSecStrategicStud or MCrim or MIntell or MCyberSecAnalysis or MCTerrorism or MPPP or MPASR  or GradCertPPP or  PGDipIntRel or GradDipIntRel or MIntPubDip.
1973,POIR8990,True,True,,Admission to MRes
1974,POIX1010,True,False,,
1975,POIX1080,False,True,,
1976,POIX2010,False,True,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1977,POIX2030,True,False,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1978,POIX2060,False,True,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1979,POIX2070,True,False,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1980,POIX2580,False,True,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1981,POIX2780,True,False,,40cp at 1000 level or above OR (10cp in POL or POIR or POIX units)
1982,POIX3030,True,False,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1983,POIX3050,True,False,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1984,POIX3060,True,False,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1985,POIX3890,False,True,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1986,POIX3920,False,True,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1987,POIX3970,False,True,,130cp at 1000 level or above OR (20cp in POL or POIR or POIX units at 2000 level).
1988,POIX8000,True,True,,40cp at 8000 level and admission to MPSP (OUA)
1989,POIX8090,True,False,,Admission to MPSP
1990,PROF1000,False,True,,
1991,PROF3000,True,False,,20cp at 2000 level or above including PROF2000 or PACE2001
1992,PROF4000,False,True,,60cp at 2000 level or above including PROF3000
1993,PSYB8961,True,False,,Admission to GradCertBusPsy or GradDipBusPsy
1994,PSYB8962,True,False,,Admission to GradCertBusPsy or GradDipBusPsy or MCTerrorism or MCrim or MCyberSecAnalysis or MIntell or MSecStrategicStud
1995,PSYB8963,True,False,,Admission to GradCertBusPsy or GradDipBusPsy
1996,PSYB8964,True,False,,Admission to GradCertBusPsy or GradDipBusPsy
1997,PSYB8965,False,True,,Admission to GradCertBusPsy or GradDipBusPsy
1998,PSYB8966,False,True,,Admission to GradCertBusPsy or GradDipBusPsy
1999,PSYB8967,False,True,,Admission to GradCertBusPsy or GradDipBusPsy
2000,PSYC8863,True,False,,Admission to MClinPsych or MClinNeuro or MOrgPsych
2001,PSYC8934,True,True,,Admission to MClinPsych and (PSY933 or PSYC8933)
2003,PSYC8950,True,True,(PSY961 or PSYC987 or PSYC8987) and (PSY979 or (PSY927 and PSY928)),Admission to MClinPsych and PSY904 and (PSY962 or PSY978 or PSYC986 or PSYC8986) and (PSY965 or PSY977)
2004,PSYC8957,True,True,,Admission to MClinPsych
2006,PSYC8958,True,True,(PSY950 or PSYC8950 or PSY956) and (PSY957 or PSYC8957),Admission to MClinPsych or DClinPsych
2008,PSYC8959,True,True,,Admission to MClinPsych or DClinPsych
2007,PSYC8959,True,True,(PSY950 or PSY956) and PSY957 and PSY958,
2010,PSYC8981,True,True,(PSYC988 or PSYC8988) and (PSYC989 or PSYC8989) and (PSYC987 or PSYC8987),(PSYC985 or PSYC8985) and (PSYC986 or PSYC8986 or PSYG8001) 
2012,PSYC8982,True,True,PSYC8981 or PSYC981,(PSYC985 or PSYC8985) and (PSYC986 or PSYC8986 or PSYG8001) and (PSYC987 or PSYC8987) and (PSYC988 or PSYC8988) and (PSYC989 or PSYC8989)
2014,PSYC8983,True,True,(PSYC981 or PSYC8981) and (PSYC982 or PSYC8982),(PSYC985 or PSYC8985) and (PSYC986 or PSYC8986 or PSYG8001) and (PSYC987 or PSYC8987) and (PSYC988 or PSYC8988) and (PSYC989 or PSYC8989)
2016,PSYC8984,False,True,(PSYC993 or PSYC8993) and (PSYC995 or PSYC8995) ,(PSYC988 or PSYC8988) and (PSYC989 or PSYC8989)
2017,PSYC8985,True,False,,Admission to MClinPsych
2018,PSYC8986,True,False,,Admission to MClinPsych
2019,PSYC8987,True,False,,Admission to MClinPsych
2020,PSYC8988,False,True,,Admission to MClinPsych and (PSYC985 or PSYC8985) and (PSYC986 or PSYC8986 or PSYG8001) and (PSYC987 or PSYC8987)
2021,PSYC8989,False,True,,Admission to MClinPsych and (PSYC985 or PSYC8985) and (PSYC986 or PSYC8986 or PSYG8001) and (PSYC987 or PSYC8987)
2022,PSYC8990,False,True,,Admission to MClinPsych and (PSY863 or PSYC8863)
2023,PSYC8991,True,False,,PSYC990 or PSYC8990
2024,PSYC8992,False,True,,(PSYC990 or PSYC8990) and (PSYC991 or PSYC8991)
2026,PSYC8993,True,False,,(PSYC985 or PSYC8985) and (PSYC988 or PSYC8988) and (PSYC989 or PSYC8989)
2025,PSYC8993,True,False,PSYC8994 or PSYC994,
2027,PSYC8994,True,False,,(PSYC988 or PSYC8988) and (PSYC989 or PSYC8989)
2029,PSYC8995,False,True,(PSYC981 or PSYC8981 or PSYC8105),((PSYC993 or PSYC8993) and (PSYC994 or PSYC8994)) or PSYC8103
2030,PSYG8001,True,False,,Admission to MClinPsych; or MClinNeuro; or MProfPsych
2031,PSYG8002,False,True,,Admission to MClin or MClinNeuro 
2032,PSYG8003,True,False,,"Admission to Master of Clinical Psychology, Master of Clinical Neuropsychology, or Master of Organisational Psychology, and PSYG8002"
2033,PSYG8004,False,True,,Admission to the MClinPsych or MClinNeuro or MOrgPsych and PSYG8003
2034,PSYH4418,True,True,PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4491 or PSYH4492,
2035,PSYH4432,False,True,PSYH4418 or PSYH490 or PSYH4490 or PSYH495 or PSYH4495 or PSYH4492,
2036,PSYH4461,True,False,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492,
2037,PSYH4462,False,True,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492,
2038,PSYH4464,False,True,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492,
2039,PSYH4466,True,False,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492,
2040,PSYH4499,False,True,PSYH490 or PSYH4490 or PSYH495 or PSYH4495 or PSYH4492,
2041,PSYM7718,True,False,,Admission to MRes
2042,PSYM7732,False,True,,Admission to MRes
2043,PSYM7761,True,False,,Admission to MRes
2044,PSYM7762,False,True,,Admission to MRes
2045,PSYM7764,False,True,,Admission to MRes
2046,PSYM7766,True,False,,Admission to MRes
2047,PSYM8990,True,True,,
2048,PSYN8808,True,False,,Admission to MClinNeuro or MClinPsych
2049,PSYN8825,False,True,,Admission to MClinNeuro
2050,PSYN8832,False,True,,Admission to MClinNeuro and (PSYN825 or PSYN8825)
2051,PSYN8840,True,False,,Admission to MClinNeuro or MClinPsych
2052,PSYN8841,True,False,,Admission to MClinNeuro
2053,PSYN8847,False,True,,Admission to MClinNeuro or MClinPsych
2055,PSYN8849,True,True,(PSYN8840 or PSYN840) and (PSYN8853 or PSYN853 or PSYG8001) and (PSYN8855 or PSYN855),Admission to MClinNeuro
2057,PSYN8850,True,True,PSYN815 or PSYN849 or PSYN8849,Admission to MClinNeuro
2059,PSYN8851,True,True,PSYN816 or PSYN850 or PSYN8850,Admission to MClinNeuro
2061,PSYN8852,True,True,PSYN817 or PSYN851 or PSYN8851,Admission to MClinNeuro
2062,PSYN8853,True,False,,Admission to MClinNeuro
2063,PSYN8855,True,False,,Admission to MClinNeuro
2065,PSYN8858,False,True,PSYN916 or PSYN8916,Admission to MClinNeuro
2067,PSYN8859,True,False,PSYN808 or PSYN8808,Admission to MClinNeuro
2069,PSYN8860,False,True,PSYN847 or PSYN8847,Admission to MClinNeuro
2070,PSYN8902,True,True,,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
2072,PSYN8903,True,True,,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
2071,PSYN8903,True,True,PSYN8902,
2074,PSYN8904,True,True,(PSYN902 or PSYN8902) and (PSYN903 or PSYN8903),PSYN849 or PSYN8849
2075,PSYN8916,False,True,,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
2076,PSYN8917,False,True,,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
2077,PSYN8918,False,True,,Admission to MClinNeuro
2078,PSYN8920,True,False,,Admission to MClinNeuro and (PSYN918 or PSYN8918)
2079,PSYN8921,True,True,,Admission to MClinNeuro and (PSYN918 or PSYN8918)
2080,PSYO8904,True,False,,Admission to MOrgPsych
2081,PSYO8914,True,False,,Admission to MOrgPsych or MProfPsych
2082,PSYO8915,False,True,,Admission to MOrgPsych
2083,PSYO8919,False,True,,Admission to MOrgPsych
2084,PSYO8921,True,False,,Admission to MOrgPsych
2085,PSYO8922,False,True,,Admission to MOrgPsych
2086,PSYO8939,False,True,,Admission to MOrgPsych
2087,PSYO8940,False,True,,Admission to MOrgPsych
2088,PSYO8941,True,False,,Admission to MOrgPsych
2089,PSYO8944,True,False,,Admission to MOrgPsych
2090,PSYO8945,False,True,,Admission to MOrgPsych
2091,PSYO8951,True,True,,Admission to MOrgPsych
2092,PSYO8952,True,True,,Admission to MOrgPsych
2093,PSYO8953,True,True,,Admission to MOrgPsych
2094,PSYO8954,True,True,,PSYO8951
2095,PSYO8963,True,False,,Admission to MClinPsych or MOrgPsych or MProfPsych
2096,PSYO8971,True,True,,Admission to MOrgPsych
2097,PSYO8972,True,True,,Admission to MOrgPsych
2098,PSYO8973,True,True,,Admission to MOrgPsych
2099,PSYP8901,True,False,,Admission to MProfPsych
2100,PSYP8902,True,False,,Admission to MProfPsych
2101,PSYP8903,True,False,,Admission to MProfPsych
2102,PSYP8904,False,True,,Admission to MProfPsych
2103,PSYP8906,True,False,,Admission to MProfPsych
2104,PSYP8908,False,True,,Admission to MProfPsych
2105,PSYP8910,False,True,,Admission to MProfPsych
2106,PSYP8915,False,True,,Admission to MProfPsych and (PSYP8901 or PSYP901) and (PSYG8001 or PSYP8902 or PSYP902) and (PSYP8903 or PSYP903)
2107,PSYS8990,True,True,,Admission to MRes
2108,PSYS8991,True,True,,Admission to MRes
2109,PSYU1101,True,False,,
2110,PSYU1102,False,True,,
2111,PSYU2201,False,True,,(PSYC104 or PSYU1104 or PSYX104 or PSYX1104 PSYU1101 or PSYX1101) or (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102) 
2112,PSYU2224,True,False,,(PSYC104 or PSYU1104 or PSYX104 or PSYX1104 or PSYU1101 or PSYX1101) or (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102) or (BIOL108 or BIOL1210) or (BIOL122 or BIOL1320) or (ANTH151 or ANTH1051) 
2113,PSYU2234,True,False,,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105)) OR ((PSYU1101 or PSYX1101) and (PSYU1102 or PSYX1102) and (STAT1103 or STAX1103)) 
2114,PSYU2235,False,True,,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104 or PSYU1101 or PSYX1101) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102)) or  ((PSYC104 or PSYU1104 or PSYX104 or PSYC1104 or PSYU1101 or PSYX1101) and admission to (BPsychLLB or LLBBPsych(Hons) or BEd(Prim)BPsych or BSpHScBPsych or BSpHScBPsych(Hons) or DipSphComm) 
