Academic Item,Title,Version Number,Type,Status,Academic Org,Owning Faculty,Type,Description
PSYC8994,Psychological Assessment and Child and Adult Psychopathology 3 ,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,(PSYC988 or PSYC8988) and (PSYC989 or PSYC8989)
PSYC8995,Clinical Psychology Therapy 4,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYC995
PSYC8995,Clinical Psychology Therapy 4,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,((PSYC993 or PSYC8993) and (PSYC994 or PSYC8994)) or PSYC8103
PSYC8995,Clinical Psychology Therapy 4,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,(PSYC981 or PSYC8981 or PSYC8105)
PSYG8001,Psychological Assessment,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinPsych; or MClinNeuro; or MProfPsych
PSYG8002,Psychology Masters Research Proposal,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN825, PSYN918, PSYC990, PSY933"
PSYG8002,Psychology Masters Research Proposal,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClin or MClinNeuro 
PSYG8003,Psychology Masters Research Project 1,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,"Admission to Master of Clinical Psychology, Master of Clinical Neuropsychology, or Master of Organisational Psychology, and PSYG8002"
PSYG8004,Psychology Masters Research Project 2,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to the MClinPsych or MClinNeuro or MOrgPsych and PSYG8003
PSYH4401,Honours Thesis,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418
PSYH4401,Honours Thesis,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Permission by special approval
PSYH4401,Honours Thesis,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4499
PSYH4418,Design and Statistics IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY418
PSYH4418,Design and Statistics IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4491 or PSYH4492
PSYH4432,Advanced Issues in Developmental Psychology: Child Abuse and Neglect,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY432, PSY468, PSYC732"
PSYH4432,Advanced Issues in Developmental Psychology: Child Abuse and Neglect,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSYH4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4437,"Thinking, Reasoning and Decision Making in Theoretical and Applied Settings",2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4437,"Thinking, Reasoning and Decision Making in Theoretical and Applied Settings",2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYC737, PSY437"
PSYH4439,"Evolution of Social, Sexual and Emotional Behaviour",2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY439, PSYC739, PSYC439"
PSYH4439,"Evolution of Social, Sexual and Emotional Behaviour",2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4440,Psychology of Driving,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4440,Psychology of Driving,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY440, PSYC740"
PSYH4461,Advanced Topics in Physiological Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY461, PSYC761"
PSYH4461,Advanced Topics in Physiological Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4462,Computational Modelling in Psychology,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4462,Computational Modelling in Psychology,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY462
PSYH4463,Advanced Visual Perception,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4463,Advanced Visual Perception,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY463, PSYC763"
PSYH4464,Science and Practice of Psychology in context,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4464,Science and Practice of Psychology in context,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY464, PSYC764"
PSYH4466,Advanced Issues in Health Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4466,Advanced Issues in Health Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY466, PSYC766"
PSYH4468,Advanced Issues in Development Psychology: Development Problems across the Lifespan,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH4418 or PSYH490 or PSHY4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4468,Advanced Issues in Development Psychology: Development Problems across the Lifespan,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY432, PSY468, PSYC768"
PSYH4499,The Scientist Practitioner Model,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYH490 or PSYH4490 or PSYH495 or PSYH4495 or PSYH4492
PSYH4499,The Scientist Practitioner Model,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY499, PSYC499"
PSYM7718,Advanced Research Design and Statistics,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7718,Advanced Research Design and Statistics,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY418, PSYC718"
PSYM7732,Contemporary Issues in Developmental Psychology: Child Abuse and Neglect,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY432, PSYC732, PSY468, PSYM768"
PSYM7732,Contemporary Issues in Developmental Psychology: Child Abuse and Neglect,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7737,Advanced Issues in Thinking and Reasoning,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY437, PSYC737"
PSYM7737,Advanced Issues in Thinking and Reasoning,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7739,"Evolution of Social, Sexual and Emotional Behaviour",2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY439, PSYC739"
PSYM7739,"Evolution of Social, Sexual and Emotional Behaviour",2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7740,Psychology of Driving,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY440, PSYC740"
PSYM7740,Psychology of Driving,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7761,Advanced Issues in Physiological Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY461, PSYC761"
PSYM7761,Advanced Issues in Physiological Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7762,Computational Modelling in Psychology,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7763,Advanced Visual Perception,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY463, PSYC763"
PSYM7763,Advanced Visual Perception,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes and PSY247 or PSYU2247
PSYM7764,Science and Practice of Psychology in Context,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY464, PSYC764"
PSYM7764,Science and Practice of Psychology in Context,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7766,Applying Health Psychology to the real world context,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7766,Applying Health Psychology to the real world context,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY466, PSYC766"
PSYM7768,Advanced Issues in Developmental Psychology: Development Problems across the Lifespan,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYM7768,Advanced Issues in Developmental Psychology: Development Problems across the Lifespan,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY468, PSYC768, PSY432, PSYC732"
PSYM8990,Master of Research - Psychology,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY899
PSYN8808,Developmental Neuropsychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN808
PSYN8808,Developmental Neuropsychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro or MClinPsych
PSYN8825,Research Proposal,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8825,Research Proposal,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN825
PSYN8832,Dissertation,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN832
PSYN8832,Dissertation,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN825 or PSYN8825)
PSYN8840,Neuropsychological Disorders,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN840
PSYN8840,Neuropsychological Disorders,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro or MClinPsych
PSYN8841,Clinical Neuropsychopharmacology,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8841,Clinical Neuropsychopharmacology,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN841
PSYN8847,Neuropsychological Rehabilitation and Intervention,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro or MClinPsych
PSYN8847,Neuropsychological Rehabilitation and Intervention,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN847
PSYN8849,Clinical Neuropsychology Practical Placement I,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN849
PSYN8849,Clinical Neuropsychology Practical Placement I,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,(PSYN8840 or PSYN840) and (PSYN8853 or PSYN853 or PSYG8001) and (PSYN8855 or PSYN855)
PSYN8849,Clinical Neuropsychology Practical Placement I,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8850,Supervised Practical Placement II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN850
PSYN8850,Supervised Practical Placement II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8850,Supervised Practical Placement II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN815 or PSYN849 or PSYN8849
PSYN8851,Supervised Practical Placement III,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN851
PSYN8851,Supervised Practical Placement III,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN816 or PSYN850 or PSYN8850
PSYN8851,Supervised Practical Placement III,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8852,Supervised Practical Placement IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN852
PSYN8852,Supervised Practical Placement IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN817 or PSYN851 or PSYN8851
PSYN8852,Supervised Practical Placement IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8853,Advanced Evidence-Based Neuropsychological Assessment,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN853
PSYN8853,Advanced Evidence-Based Neuropsychological Assessment,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8855,Neuroanatomy for Neuropsychologists,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN855
PSYN8855,Neuroanatomy for Neuropsychologists,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8857,Professional Practice 1,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8857,Professional Practice 1,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN805, PSYN857"
PSYN8857,Professional Practice 1,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN840 or PSYN8840
PSYN8858,Professional Practice 2,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN916 or PSYN8916
PSYN8858,Professional Practice 2,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8858,Professional Practice 2,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN829, PSYN858"
PSYN8859,Professional Practice 3,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN859
PSYN8859,Professional Practice 3,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN808 or PSYN8808
PSYN8859,Professional Practice 3,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8860,Professional Practice 4,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8860,Professional Practice 4,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN860
PSYN8860,Professional Practice 4,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN847 or PSYN8847
PSYN8902,Clinical Neuropsychology Practical Placement II,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN850, PSYN902"
PSYN8902,Clinical Neuropsychology Practical Placement II,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
PSYN8903,Clinical Neuropsychology Practical Placement III,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
PSYN8903,Clinical Neuropsychology Practical Placement III,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN851, PSYN903"
PSYN8903,Clinical Neuropsychology Practical Placement III,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSYN8902
PSYN8904,Clinical Neuropsychology Practical Placement IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,PSYN849 or PSYN8849
PSYN8904,Clinical Neuropsychology Practical Placement IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,(PSYN902 or PSYN8902) and (PSYN903 or PSYN8903)
PSYN8904,Clinical Neuropsychology Practical Placement IV,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN852, PSYN904"
PSYN8916,Advanced Neuropsychological Assessment,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
PSYN8916,Advanced Neuropsychological Assessment,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN916, PSYN842"
PSYN8917,Neuropsychological Practice,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN840 or PSYN8840) and (PSYN855 or PSYN8855) and (PSYN853 or PSYN8853 or PSYG8001)
PSYN8917,Neuropsychological Practice,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYN917
PSYN8918,Clinical Neuropsychology Research Proposal,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN825, PSYN918"
PSYN8918,Clinical Neuropsychology Research Proposal,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro
PSYN8920,Clinical Neuropsychology Dissertation I,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN832, PSYN920"
PSYN8920,Clinical Neuropsychology Dissertation I,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN918 or PSYN8918)
PSYN8921,Clinical Neuropsychology Dissertation II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYN832, PSYN921"
PSYN8921,Clinical Neuropsychology Dissertation II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinNeuro and (PSYN918 or PSYN8918)
PSYO8904,Counselling and Mental Health in Organisations,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8904,Counselling and Mental Health in Organisations,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO904, PSY904"
PSYO8914,Industrial and Organisational Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO964, PSYO914"
PSYO8914,Industrial and Organisational Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych or MProfPsych
PSYO8915,Organisational Change and Development,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO915, PSYC965"
PSYO8915,Organisational Change and Development,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8919,Training in Organisations,2023.04,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8919,Training in Organisations,2023.04,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO919, PSYO967"
PSYO8921,Applied Psychology in Human Resource Management,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO961, PSYO921"
PSYO8921,Applied Psychology in Human Resource Management,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8922,Human Factors in New Technology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO922, PSYO962"
PSYO8922,Human Factors in New Technology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8939,Team Factors in the Workplace,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO966, PSYO939"
PSYO8939,Team Factors in the Workplace,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8940,Psychological Assessment and Evaluation,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8940,Psychological Assessment and Evaluation,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO940
PSYO8941,Professional Practice,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO941
PSYO8941,Professional Practice,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8944,Research Proposal,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO944
PSYO8944,Research Proposal,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8945,Dissertation,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO945
PSYO8945,Dissertation,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8951,Supervised Practical Placement I,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO951
PSYO8951,Supervised Practical Placement I,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8952,Supervised Practical Placement II,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO952
PSYO8952,Supervised Practical Placement II,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
